text,label,source_file,disk_type,capacity,drive_count,ports,protocol,speed,form_factor,mode,cable_type,length,fiber,slots,interface,connector
"SW,ONTAP One Package,Per TB,Flash,A90,-C",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP,Per TB,Flash,Capacity,Pricing,A90",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,OTHER,OO,Per TB,Flash,Cap Pricing,A90",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
Snapmirror Cloud SW,רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
S3 SnapMirror SW,רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
AFF A30 HA System,שרת אחסון,tyvrym-5.xlsx,,,,,,,,,,,,,,
AFF A30 System Serial Attached,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
"AFF A30 HA System,-C",שרת אחסון,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP DSR,IPA,Data at Rest Encrypt Capable",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Drive Pack 2X15.3TB,NVMe4,SED,-C",דיסק,tyvrym-5.xlsx,NVMe,15.3TB,2,,,,,,,,,,,
"IO Module,2PT,100GbE,-C",כרטיסיה,tyvrym-5.xlsx,,,,2 ports,ETH,100G,,,,,,,,
"Cable,100GbE,QSFP28-QSFP28,Cu,2m,-C",כבל,tyvrym-5.xlsx,,,,,,100G,,,QSFP-QSFP,2m,,,,
"Cable,Cntlr-Switch OM4,MPO/MPO,2m,-C",כבל,tyvrym-5.xlsx,,,,,,,,,MPO-MPO,2m,OM4/MMF,,,
"QSFP28,100GbE,SR,-C",ג'יביק,tyvrym-5.xlsx,,,,,ETH,100G,QSFP28,MMF,,,,,,
"Rail,4-Post,Thin,Rnd/Sq-Hole,Sm,Adj,24-32,-C",ציוד נלווה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Jumper Crd,In-Cab,C13-C14,-C",כבל,tyvrym-5.xlsx,,,,,,,,,Power,,,,,
"Power Supply,1600W,Titanium,-C",ציוד נלווה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Blanking Panel,IO Module",ציוד נלווה,tyvrym-5.xlsx,,,,,,,,,,,,,,
Platform Personality DNA,רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
Card for HA and can also include Cluster,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
2-Node Switchless Cluster,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
Data at Rest Encryption Capable Operating Sys,רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
Multipath configuration,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP Base Package,Encryption,-C",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP Base Package,Per TB,Flash,A30,-C",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP,Per TB,Flash,Cap Pricing,A30",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,OTHER,OB,Per TB,Flash,Cap Pricing,A30",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
FAS90 HA System,שרת אחסון,tyvrym-5.xlsx,,,,,,,,,,,,,,
FAS90 System Serial Attached,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP One Package,Encryption,-C",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"FAS90 HA System,-C",שרת אחסון,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Flash Cache,4.0TB,NVMe SSD Module,Gen4,-C",דיסק,tyvrym-5.xlsx,NVMe,4.0TB,,,,,,,,,,,,
"SW,ONTAP DSR,IPA,Data at Rest Encrypt Capable",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Disk Shelf,4U60,12G,Empty,DS460C,-C",מדף דיסקים,tyvrym-5.xlsx,,,,,,,,,,,,60 slots,12G SAS,
"Drive Pack,HDD,12G,10x22TB,DS460C,-C",דיסק,tyvrym-5.xlsx,HDD,22TB,10,,,,,,,,,,,
"SW,ONTAP One Package,Per TB,NLSAS,FAS90,-C",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP,Per TB,NLSAS,Cap Pricing,FAS90",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,OTHER,OO,Per TB,NLSAS,Cap Pricing,FAS90",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"IO Module,4-PT miniSAS,-C",כרטיסיה,tyvrym-5.xlsx,,,,4 ports,,,,,,,,,,
"IO Module,2PT,100GbE,-C",כרטיסיה,tyvrym-5.xlsx,,,,2 ports,ETH,100G,,,,,,,,
"IO Module,4PT,10/25GbE,-C",כרטיסיה,tyvrym-5.xlsx,,,,4 ports,ETH,25G,,,,,,,,
"Cable,12Gb,Mini SAS HD,2m,-C",כבל,tyvrym-5.xlsx,,,,,,12G,,,MiniSAS,2m,,,,
"Cable,Cntlr-Switch OM4,MPO/MPO,5m,-C",כבל,tyvrym-5.xlsx,,,,,,,,,MPO-MPO,5m,OM4/MMF,,,
"Cable,LC-LC,OM4,5m,-C",כבל,tyvrym-5.xlsx,,,,,,,,,LC-LC,5m,OM4/MMF,,,
"QSFP28,100GbE,SR,-C",ג'יביק,tyvrym-5.xlsx,,,,,ETH,100G,QSFP28,MMF,,,,,,
"SFP28,25GbE,SR,-C",ג'יביק,tyvrym-5.xlsx,,,,,ETH,25G,SFP28,MMF,,,,,,
"Rail Kit,4-Post,Rnd/Sq-Hole,Adj,24-32,-C",ציוד נלווה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Jumper Crd,In-Cab,C13-C14,-C",כבל,tyvrym-5.xlsx,,,,,,,,,Power,,,,,
"Power Supply,2000W Titanium,-C",ציוד נלווה,tyvrym-5.xlsx,,,,,,,,,,,,,,
Card for HA and can also include Cluster,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
Data at Rest Encryption Capable Operating Sys,רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
Multipath configuration,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
Storage Stacks Attached Quantity,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
2-Node Switchless Cluster,אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
Snapmirror Cloud SW,רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
S3 SnapMirror SW,רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Disk Shelf,2U24,12G,Empty,AD,-C",מדף דיסקים,tyvrym-5.xlsx,,,,,,,,,,,,24 slots,12G SAS,
"Drive Pack,10K,12G,2x1.2TB,AD,-C",דיסק,tyvrym-5.xlsx,,1.2TB,2,,,,,,,,,,,
"Cable,12Gb,Mini SAS HD,5m,-C",כבל,tyvrym-5.xlsx,,,,,,12G,,,MiniSAS,5m,,,,
"SW,ONTAP Base Pkg,Per-0.1TB,SAS,Add-On,F01,-C",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,OTHER,OB,Per-0.1TB,SAS,Cap,Add-On,F01",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP,Per-0.1TB,SAS,Cap,Add-On,F01",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Jumper Crd,In-Cab,C13-C14,-C",כבל,tyvrym-5.xlsx,,,,,,,,,Power,,,,,
"Rail Kit,4-Post,Rnd/Sq-Hole,Adj,24-32,-C",ציוד נלווה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Storage Capacity,Per 0.1TB,Increments",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"BLANK,DSK DRV FILLER,DS224C,-C",מדף דיסקים,tyvrym-5.xlsx,,,,,,,,,,,,24 slots,,
"Disk Shelf,4U60,12G,Empty,AD,-C",מדף דיסקים,tyvrym-5.xlsx,,,,,,,,,,,,60 slots,12G SAS,
"Drive Pack,HDD,12G,10x22TB,DS460C,AD,-C",דיסק,tyvrym-5.xlsx,HDD,22TB,10,,,,,,,,,,,
"Cable,12Gb,Mini SAS HD,5m,-C",כבל,tyvrym-5.xlsx,,,,,,12G,,,MiniSAS,5m,,,,
"SW,ONTAP Base,Per-0.1TB,NLSAS,AddOn,F01,-C",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,OTHER,OB,Per-0.1TB,NLSAS,Cap,AddOn,F01",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"SW,ONTAP,Per-0.1TB,NLSAS,Cap,Add-On,F01",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Rail Kit,4-Post,Rnd/Sq-Hole,Adj,24-32,-C",ציוד נלווה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Storage Capacity,Per 0.1TB,Increments",רישוי ותמיכה,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Cluster Switch,N9336C 36Pt PTSX10/25/40/100G",מתג,tyvrym-5.xlsx,,,,36 ports,ETH,10G/100G,,,,,,,,
Cisco Switch Service Contract,מתג,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Entitlement,Cisco Switch NOW Site",מתג,tyvrym-5.xlsx,,,,,,,,,,,,,,
"HW SUPP 9336,X190200/X190210,24X7X4",אחר,tyvrym-5.xlsx,,,,,,,,,,,,,,
"Jumper Crd,In-Cab,C13-C14",כבל,tyvrym-5.xlsx,,,,,,,,,Power,,,,,
"QSFP28,100GbE,SR",ג'יביק,tyvrym-5.xlsx,,,,,ETH,100G,QSFP28,MMF,,,,,,
"Cable,Cntlr-Switch OM4,MPO/MPO,2m",כבל,tyvrym-5.xlsx,,,,,,,,,MPO-MPO,2m,OM4/MMF,,,
"IO Module,2-PT MC IP,40Gb QFSP+",כרטיסיה,tyvrym-5.xlsx,,,,2 ports,,40G,,,,,,,,
"IO Module,2PT,100GbE",כרטיסיה,tyvrym-5.xlsx,,,,2 ports,ETH,100G,,,,,,,,
NIC 2-Pt Bare Cage 40/100GbE QSFP PCIe,כרטיסיה,tyvrym-5.xlsx,,,,2 ports,ETH,100G,,,,,,,,
"Cable,12Gb,Mini SAS HD,1m",כבל,tyvrym-5.xlsx,,,,,,12G,,,MiniSAS,1m,,,,
"Jumper Crd,In-Cab,C13-C14",כבל,tyvrym-5.xlsx,,,,,,,,,Power,,,,,
Subtotal=,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
VAST Software and Hardware MLB,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
SolutionsPlus: VAST DATA Software and Services,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Other Use Case,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
VAST Data software subscription (100TB),רישוי ותמיכה,tyvrym-6.xlsx,,,,,,,,,,,,,,
VAST 1xCPU CORE,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
"Co-Pilot: Monitoring,Upgrades,Expansions,System Management",אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Installation Services for VAST SW (Supports up to 12 Eboxes),אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Cisco Intersight SaaS,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Other Use Case,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Infrastructure Services PVA - Advantage,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Cisco Support Standard for DCM,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
UCS Central Per Server - 1 Server License,רישוי ותמיכה,tyvrym-6.xlsx,,,,,,,,,,,,,,
Intersight - Virtual adopt session http://cs.co/requestCSS,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
UCS C225 M8 1U Rack Server for VAST EBOX,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
UCS HW 8X5XNBDOS UCS C225 M8 1U Rack Server for VAST with,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Deployment mode for C Series Servers in Standalone mode,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
AMD 9454P 2.75GHz 290W 48C/256MB Cache DDR5 4800MT/s,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
32GB DDR5-5600 RDIMM 1Rx4 (16Gb),ציוד נלווה,tyvrym-6.xlsx,,,,,,,,,,,,,,
C225 M8 1U Riser 1C PCIe Gen5 x16 FH,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
C225 M81U Riser 3C PCIe Gen5 x16 FH,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Intel X710T2LOCPV3G1L 2x10GbE RJ45 OCP3.0 NIC,כרטיסיה,tyvrym-6.xlsx,,,,,ETH,10G,,,,,,,,
"MCX755106AS-HEAT:CX-7 2x200GbE QSFP112 PCIe Gen5x16, VPI NIC",כרטיסיה,tyvrym-6.xlsx,,,,,ETH,200G,,,,,,,,
"MCX755106AS-HEAT:CX-7 2x200GbE QSFP112 PCIe Gen5x16, VPI NIC",כרטיסיה,tyvrym-6.xlsx,,,,,ETH,200G,,,,,,,,
960GB M.2 SATA Micron G2 SSD,דיסק,tyvrym-6.xlsx,SSD,960GB,,,,,,,,,,,,
Cisco Boot optimized M.2 Raid controller,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
1200w AC Titanium Power Supply for C-series Rack Servers,ציוד נלווה,tyvrym-6.xlsx,,,,,,,,,,,,,,
"Power cord, C13 to C14 (recessed receptacle), 10A",כבל,tyvrym-6.xlsx,,,,,,,,,Power,,,,,
IMC SW (Recommended) latest release for C-Series Servers.,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
Ball Bearing Rail Kit for C220 & C240 M7/M8 rack servers,ציוד נלווה,tyvrym-6.xlsx,,,,,,,,,,,,,,
TPM 2.0 FIPS 140-2 MSW2022 compliant AMD M8 servers,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
UCS C225 M8 Heatsink,ציוד נלווה,tyvrym-6.xlsx,,,,,,,,,,,,,,
C2XX OCP 3.0 Interposer W/Mech Assy,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
30.7TB 2.5in U.2 15mm Micron6550 HgPerf EcoEnd G4/5 <1X NVMe,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
1.92TB 2.5in U.3 15mm Micron XTR Hg Perf Ext End 60X NVMe,אחר,tyvrym-6.xlsx,,,,,,,,,,,,,,
PowerMax 8500 - AMER VI,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 Upgrade,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
Multi mode Optics Kit 64G,ג'יביק,tyvrym-7.xlsx,,,,,,64G,,MMF,,,,,,
PowerMax NX 8 Port FCHL Ficon 64G UPG,כרטיסיה,tyvrym-7.xlsx,,,,8 ports,FC,,,,,,,,,
PowerMax 2/8K DATA REDUCTION RESERVATION,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
Palmetto Tracking Model,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
HEAVY CHASSIS AIR FREIGHT READY,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 Ethernet Cable Kit 2,כבל,tyvrym-7.xlsx,,,,,,,,,Fiber,,,,,
PowerMax 8500 Ethernet Cable Kit 42,כבל,tyvrym-7.xlsx,,,,,,,,,Fiber,,,,,
Parts Only Warranty 36 Months,רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Extension, 24 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Initial, 36 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
No Field Deployment,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Keep Your Component For Enterprise, 60 Month(s)",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Same Business Day Onsite Diagnosis Service, 60 Month(s)",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Heavy device requires lift-assist cart for onsite service; otherwise, delays or extra fees may apply",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 Nodepair - AMER VI,שרת אחסון,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 1536G ADDU nodepair,שרת אחסון,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 Offload Engine Assy P3,שרת אחסון,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax V4 ROW CM ATP,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax NX 64GB MEMORY DIMM,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 1800W-HLPS,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 ENG3 3PU Install Kit,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
Parts Only Warranty 36 Months,רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Extension, 24 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Initial, 36 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 - AMER VI,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 Upgrade,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PMAX V4 15.36TB UPG SED NON-FIPS,דיסק,tyvrym-7.xlsx,,15.36TB,,,,,,,,,,,,
PowerMax 8500 CAPACITY UPG,דיסק,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 2/8K DATA REDUCTION RESERVATION,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
Palmetto Tracking Model,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
FORNAX CHASSIS FRU,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 Ethernet Cable Kit 14,כבל,tyvrym-7.xlsx,,,,,,,,,Fiber,,,,,
PowerMax 8500 Ethernet Cable Kit 50,כבל,tyvrym-7.xlsx,,,,,,,,,Fiber,,,,,
Parts Only Warranty 36 Months,רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Extension, 24 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Initial, 36 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
No Field Deployment,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Keep Your Component For Enterprise, 60 Month(s)",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Same Business Day Onsite Diagnosis Service, 60 Month(s)",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Heavy device requires lift-assist cart for onsite service; otherwise, delays or extra fees may apply",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax NX SW Upgrade,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax NX Inclusive SW Open Upg 1TB=CC,אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus Mission Critical PowerMax NX Sftwr Spt-Maint, 60 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax NX DAE - AMER VI,מדף דיסקים,tyvrym-7.xlsx,,,,,,,,,,,,,,
PowerMax 8500 48 SLT DME FIELD UPG,מדף דיסקים,tyvrym-7.xlsx,,,,,,,,,,,,48 slots,,
PowerMax 8500 DME3 3PU Install Kit,מדף דיסקים,tyvrym-7.xlsx,,,,,,,,,,,,48 slots,,
Parts Only Warranty 36 Months,רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Extension, 24 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"ProSupport Plus and 4Hr Mission Critical Initial, 36 Month(s)",רישוי ותמיכה,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Keep Your Component For Enterprise, 60 Month(s)",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
"Same Business Day Onsite Diagnosis Service, 60 Month(s)",אחר,tyvrym-7.xlsx,,,,,,,,,,,,,,
2x100GbE,כרטיסיה,tyvrym-7.xlsx,,,,2,ETH,100G,,,,,,,,
2x25GbE,כרטיסיה,tyvrym-7.xlsx,,,,2,ETH,25G,,,,,,,,
4x32GbE,כרטיסיה,tyvrym-7.xlsx,,,,4,FC,32G,,,,,,,,
Cable,כבל,tyvrym-7.xlsx,,,,,,,,,Fiber,,,,,
W//O Optics,כרטיסיה,tyvrym-7.xlsx,,,,,,,,,,,,,
DS224C,מדף דיסקים,tyvrym-7.xlsx,,,,,,,,,,,,,
DS460C,מדף דיסקים,tyvrym-7.xlsx,,,,,,,,,,,,,
NS224,מדף דיסקים,tyvrym-7.xlsx,,,,,,,,,,,,,
AFF,שרת אחסון,tyvrym-7.xlsx,,,,,,,,,,,,,
FAS,שרת אחסון,tyvrym-7.xlsx,,,,,,,,,,,,,
DME,מדף דיסקים,tyvrym-7.xlsx,,,,,,,,,,,,,
IO Module,כרטיסיה,tyvrym-7.xlsx,,,,,,,,,,,,,,
Dual Port,כרטיסיה,tyvrym-7.xlsx,,,,,,,,,,,,,,
Quad Port,כרטיסיה,tyvrym-7.xlsx,,,,,,,,,,,,,,
SSD,דיסק,tyvrym-7.xlsx,,,,,,,,,,,,,,
NVMe,דיסק,tyvrym-7.xlsx,,,,,,,,,,,,,,
HDD,דיסק,tyvrym-7.xlsx,,,,,,,,,,,,,,
9710,מתג,tyvrym-7.xlsx,,,,,,,,,,,,,,
9718,מתג,tyvrym-7.xlsx,,,,,,,,,,,,,,
9148,מתג,tyvrym-7.xlsx,,,,,,,,,,,,,,
